"","idacr","obsid","leader","startdate","enddate","entry","noexit","gender","duration","Rstart","num","length","years"
"913","CYP","CYP-1974-1","Sampson","1974-07-16","1974-07-23","Irregular",11,"M",0.0192307692307692,"1974-07-16",3,7,0.0191780821917808
"914","CYP","CYP-1974-2","Clerides","1974-07-23","1974-12-07","Regular",NA,"M",0.376488095238095,"1974-07-16",4,144.041666666667,0.394634703196347
"915","CYP","CYP-1974-3","Makarios","1974-12-07","1977-08-03","Regular",NA,"M",2.6647206959707,"1974-07-23",5,1107,3.03287671232877
"916","CYP","CYP-1977","Kyprianou","1977-08-03","1988-02-28","Regular",NA,"M",10.6072573260073,"1974-12-07",6,4831,13.2356164383562
"917","CYP","CYP-1988","Vassiliou","1988-02-28","1993-02-28","Regular",NA,"M",5.01923076923077,"1977-08-03",7,5688.04166666667,15.5836757990868
"918","CYP","CYP-1993","Clerides","1993-02-28","2003-02-28","Regular",NA,"M",10.032967032967,"1988-02-28",8,5479,15.0109589041096
"919","CYP","CYP-2003","Tassos Nikolaou Papadopoulos","2003-02-28","2008-02-28","Regular",NA,"M",5.01648351648352,"1993-02-28",9,5478,15.0082191780822
"920","CYP","CYP-2008","Dimitris Christofias","2008-02-28","2013-02-28","Regular",NA,"M",5.01923076923077,"2003-02-28",10,3653,10.0082191780822
"921","CYP","CYP-2013","Anastasiades","2013-02-28","2015-12-31","Regular",10,"M",2.84615384615385,"2008-02-28",11,2863,7.84383561643836
"922","CYP","CYP-2013","Anastasiades","2013-02-28","2015-12-31","Regular",10,"M",2.84615384615385,"2013-02-28",12,1036,2.83835616438356
"923","CZE","CZE-1935","Benes","1935-12-18","1938-10-05","Regular",NA,"M",2.80769230769231,"1918-10-28",2,7282,19.9506849315068
"924","CZE","CZE-1938-1","Syrovy","1938-10-05","1938-12-01","Regular",NA,"M",0.156593406593407,"1935-12-18",3,1079,2.95616438356164
"925","CZE","CZE-1938-2","Hacha","1938-12-01","1945-05-13","Foreign Imposition",8,"M",6.46966575091575,"1938-10-05",4,2411.95833333333,6.60810502283105
"926","CZE","CZE-1938-2","Hacha","1938-12-01","1945-05-13","Foreign Imposition",8,"M",6.46966575091575,"1938-12-01",5,2354.95833333333,6.45194063926941
"927","CZE","CZE-1945","Benes","1945-05-13","1948-06-07","Foreign Imposition",NA,"M",3.07967032967033,"1938-12-01",6,3475.95833333333,9.52317351598174
"928","CZE","CZE-1948","Gottwald","1948-06-07","1953-03-14","Regular",NA,"M",4.7830815018315,"1945-05-13",7,2862.04166666667,7.8412100456621
"929","CZE","CZE-1953","Zapotocky","1953-03-21","1957-11-13","Regular",NA,"M",4.66483516483517,"1948-06-07",8,3446.04166666667,9.4412100456621
"930","CZE","CZE-1957","Novotny","1957-11-19","1968-01-05","Regular",NA,"M",10.1620879120879,"1953-03-21",9,5403,14.8027397260274
"931","CZE","CZE-1968-1","Dubcek","1968-01-05","1968-08-20","Regular",8,"M",0.626259157509158,"1957-11-19",10,3926.95833333333,10.7587899543379
"932","CZE","CZE-1968-1","Dubcek","1968-01-05","1968-08-20","Regular",8,"M",0.626259157509158,"1968-01-05",11,227.958333333333,0.624543378995434
"933","CZE","CZE-1968-2","Svoboda","1968-08-20","1968-08-28","Regular",8,"M",0.021978021978022,"1968-01-05",12,235.958333333333,0.646461187214612
"934","CZE","CZE-1968-2","Svoboda","1968-08-20","1968-08-28","Regular",8,"M",0.021978021978022,"1968-08-20",13,8,0.0219178082191781
"935","CZE","CZE-1968-3","Husak","1968-08-28","1989-12-17","Foreign Imposition",NA,"M",21.3764880952381,"1968-08-20",14,7789.04166666667,21.3398401826484
"936","CZE","CZE-1989","Calfa","1989-12-17","1992-07-01","Regular",NA,"M",2.54658882783883,"1968-08-28",15,8708,23.8575342465753
"937","CZE","CZE-1992","Strasky","1992-07-01","1992-12-31","Regular",NA,"M",0.502861721611722,"1989-12-17",16,1110,3.04109589041096
"938","CZR","CZR-1997","Tosovsky","1997-12-17","1998-07-17","Regular",NA,"M",0.582303113553114,"1993-01-01",2,2022.95833333333,5.54235159817352
"939","CZR","CZR-1998","Zeman","1998-07-17","2002-07-12","Regular",NA,"M",4,"1997-12-17",3,1667.95833333333,4.56974885844749
"940","CZR","CZR-2002","Spidla","2002-07-12","2004-07-26","Regular",NA,"M",2.0467032967033,"1998-07-17",4,2201,6.03013698630137
"941","CZR","CZR-2004","Stanislav Gross","2004-07-26","2005-04-25","Regular",NA,"M",0.75,"2002-07-12",5,1018,2.78904109589041
"942","CZR","CZR-2005","Paroubek","2005-04-25","2006-09-04","Regular",NA,"M",1.36538461538462,"2004-07-26",6,770,2.10958904109589
"943","CZR","CZR-2006","Topolanek","2006-09-04","2009-05-08","Regular",NA,"M",2.68406593406593,"2005-04-25",7,1474,4.03835616438356
"944","CZR","CZR-2009","Fischer","2009-05-08","2010-07-13","Regular",NA,"M",1.18406593406593,"2006-09-04",8,1408,3.85753424657534
"945","CZR","CZR-2010","Necas","2010-07-13","2013-07-10","Regular",NA,"M",3.00274725274725,"2009-05-08",9,1524,4.17534246575342
"946","CZR","CZR-2013","Rusnok","2013-07-10","2014-01-29","Regular",NA,"M",0.557806776556777,"2010-07-13",10,1296.04166666667,3.55079908675799
"947","CZR","CZR-2014","Sobotka","2014-01-29","2015-12-31","Regular",10,"M",1.92582417582418,"2013-07-10",11,904.041666666667,2.47682648401826
"948","CZR","CZR-2014","Sobotka","2014-01-29","2015-12-31","Regular",10,"M",1.92582417582418,"2014-01-29",12,701,1.92054794520548
"949","DEN","DEN-1875","Estrup","1875-06-11","1894-08-07","Regular",NA,"M",19.2225350401913,"1874-07-14",2,7329.00275462963,20.079459601725
"950","DEN","DEN-1894","Reedtz-Thott","1894-08-07","1897-05-23","Regular",NA,"M",2.8021978021978,"1875-06-11",3,8017.00275462963,21.9643911085743
"951","DEN","DEN-1897","Horring","1897-05-23","1900-04-24","Regular",NA,"M",2.92857142857143,"1894-08-07",4,2086,5.71506849315069
"952","DEN","DEN-1900","Sehested","1900-04-24","1901-07-24","Regular",NA,"M",1.25274725274725,"1897-05-23",5,1522,4.16986301369863
"953","DEN","DEN-1901","Deuntzer","1901-07-24","1905-01-14","Regular",NA,"M",3.48901098901099,"1900-04-24",6,1726,4.72876712328767
"954","DEN","DEN-1905","Christensen","1905-01-14","1908-10-12","Regular",NA,"M",3.75549450549451,"1901-07-24",7,2637,7.22465753424658
"955","DEN","DEN-1908","Neergaard","1908-10-12","1909-08-16","Regular",NA,"M",0.846153846153846,"1905-01-14",8,1675,4.58904109589041
"956","DEN","DEN-1909-1","J. Holstein","1909-08-16","1909-10-28","Regular",NA,"M",0.200549450549451,"1908-10-12",9,381,1.04383561643836
"957","DEN","DEN-1909-2","Zahle","1909-10-28","1910-07-05","Regular",NA,"M",0.686813186813187,"1909-08-16",10,323,0.884931506849315
"958","DEN","DEN-1910","Bernsten","1910-07-05","1913-06-21","Regular",NA,"M",2.97252747252747,"1909-10-28",11,1332,3.64931506849315
"959","DEN","DEN-1913","Zahle","1913-06-21","1920-03-30","Regular",NA,"M",6.79658882783883,"1910-07-05",12,3555.95833333333,9.74235159817352
"960","DEN","DEN-1920-1","Liebe","1920-03-30","1920-04-05","Regular",NA,"M",0.0164835164835165,"1913-06-21",13,2479.95833333333,6.79440639269406
"961","DEN","DEN-1920-2","Friis","1920-04-05","1920-05-05","Regular",NA,"M",0.0824175824175824,"1920-03-30",14,36,0.0986301369863014
"962","DEN","DEN-1920-3","Neergaard","1920-05-05","1924-04-23","Regular",NA,"M",3.9808836996337,"1920-04-05",15,1479.04166666667,4.05216894977169
"963","DEN","DEN-1924","Stauning","1924-04-23","1926-12-14","Regular",NA,"M",2.6510989010989,"1920-05-05",16,2414.04166666667,6.61381278538813
"964","DEN","DEN-1926","Madsen-Mygdat","1926-12-14","1929-04-25","Regular",NA,"M",2.37087912087912,"1924-04-23",17,1828,5.00821917808219
"965","DEN","DEN-1929","Stauning","1929-04-30","1942-05-03","Regular",NA,"M",13.0521978021978,"1926-12-14",18,5618.95833333333,15.3944063926941
"966","DEN","DEN-1942-1","Buhl","1942-05-03","1942-11-09","Regular",NA,"M",0.521978021978022,"1929-04-30",19,4941,13.5369863013699
"967","DEN","DEN-1942-2","Scavenius","1942-11-09","1943-08-30","Regular",8,"M",0.807692307692308,"1942-05-03",20,484,1.32602739726027
"968","DEN","DEN-1942-2","Scavenius","1942-11-09","1943-08-30","Regular",8,"M",0.807692307692308,"1942-11-09",21,294,0.805479452054795
"969","DEN","DEN-1945-1","Buhl","1945-05-05","1945-11-07","Regular",NA,"M",0.51110347985348,"1942-11-09",22,1094.04166666667,2.99737442922374
"970","DEN","DEN-1945-2","Kristensen","1945-11-08","1947-10-04","Regular",NA,"M",1.90934065934066,"1945-05-05",23,882.041666666667,2.41655251141552
"971","DEN","DEN-1947","Hedtoft","1947-11-12","1950-10-25","Regular",NA,"M",2.96153846153846,"1945-11-08",24,1812,4.96438356164384
"972","DEN","DEN-1950","Eriksen","1950-10-28","1953-09-30","Regular",NA,"M",2.93406593406593,"1947-11-12",25,2149,5.88767123287671
"973","DEN","DEN-1953","Hedtoft","1953-09-30","1955-01-29","Regular",NA,"M",1.33516483516484,"1950-10-28",26,1554,4.25753424657534
"974","DEN","DEN-1955","Hansen","1955-02-01","1960-02-19","Regular",NA,"M",5.06593406593407,"1953-09-30",27,2333,6.39178082191781
"975","DEN","DEN-1960","Kampmann","1960-02-19","1962-09-03","Regular",NA,"M",2.54658882783883,"1955-02-01",28,2770.95833333333,7.59166666666667
"976","DEN","DEN-1962","Krag","1962-09-03","1968-02-18","Regular",NA,"M",5.47813644688645,"1960-02-19",29,2921,8.0027397260274
"977","DEN","DEN-1968","Baunsgaard","1968-02-18","1971-10-06","Regular",NA,"M",3.64274267399267,"1962-09-03",30,3320,9.0958904109589
"978","DEN","DEN-1971","Krag","1971-10-11","1972-10-03","Regular",NA,"M",0.983516483516484,"1968-02-18",31,1688.95833333333,4.62728310502283
"979","DEN","DEN-1972","Jorgensen","1972-10-05","1973-12-19","Regular",NA,"M",1.20890567765568,"1971-10-11",32,800.041666666667,2.19189497716895
"980","DEN","DEN-1973","Hartling","1973-12-19","1975-01-29","Regular",NA,"M",1.11538461538462,"1972-10-05",33,846.041666666667,2.31792237442922
"981","DEN","DEN-1975","Jorgensen","1975-02-13","1982-09-10","Regular",NA,"M",7.59878663003663,"1973-12-19",34,3186.95833333333,8.73139269406393
"982","DEN","DEN-1982","Schluter","1982-09-10","1993-01-25","Regular",NA,"M",10.4122023809524,"1975-02-13",35,6556,17.9616438356164
"983","DEN","DEN-1993","Nyrup Rasmussen","1993-01-25","2001-11-27","Regular",NA,"M",8.86813186813187,"1982-09-10",36,7018.04166666667,19.2275114155251
"984","DEN","DEN-2001","Fogh Rasmussen","2001-11-27","2009-04-05","Regular",NA,"M",7.37900641025641,"1993-01-25",37,5913.95833333333,16.2026255707763
"985","DEN","DEN-2009","Lars Løkke Rasmussen","2009-04-05","2011-10-03","Regular",NA,"M",2.50274725274725,"2001-11-27",38,3596.95833333333,9.8546803652968
"986","DEN","DEN-2011","Thorning-Schmidt","2011-10-03","2015-06-28","Regular",NA,"F",3.74725274725275,"2009-04-05",39,2275,6.23287671232877
"987","DEN","DEN-2015","Lars Løkke Rasmussen","2015-06-28","2015-12-31","Regular",10,"F",0.51110347985348,"2011-10-03",40,1550.04166666667,4.2466894977169
"988","DEN","DEN-2015","Lars Løkke Rasmussen","2015-06-28","2015-12-31","Regular",10,"F",0.51110347985348,"2015-06-28",41,186.041666666667,0.509703196347032
"989","DJI","DJI-1999","Guelleh","1999-05-08","2015-12-31","Regular",10,"M",16.7061584249084,"1977-06-27",2,14066.0416666667,38.537100456621
"990","DJI","DJI-1999","Guelleh","1999-05-08","2015-12-31","Regular",10,"M",16.7061584249084,"1999-05-08",3,6081.04166666667,16.6603881278539
"991","DOM","DOM-1874","Gonzalez","1874-01-02","1876-02-23","Irregular",12,"M",2.14835164835165,"1874-01-02",2,782,2.14246575342466
"992","DOM","DOM-1876-1","Villanueva","1876-02-24","1876-03-03","Irregular",1,"M",0.021978021978022,"1874-01-02",3,791,2.16712328767123
"993","DOM","DOM-1876-1","Villanueva","1876-02-24","1876-03-03","Irregular",1,"M",0.021978021978022,"1876-02-24",4,8,0.0219178082191781
"994","DOM","DOM-1876-2","Espaillat","1876-04-29","1876-10-05","Irregular",12,"M",0.436813186813187,"1876-02-24",5,224,0.613698630136986
"995","DOM","DOM-1876-2","Espaillat","1876-04-29","1876-10-05","Irregular",12,"M",0.436813186813187,"1876-04-29",6,159,0.435616438356164
"996","DOM","DOM-1876-3","Gonzalez","1876-10-05","1876-12-09","Irregular",12,"M",0.178571428571429,"1876-04-29",7,224,0.613698630136986
"997","DOM","DOM-1876-3","Gonzalez","1876-10-05","1876-12-09","Irregular",12,"M",0.178571428571429,"1876-10-05",8,65,0.178082191780822
"998","DOM","DOM-1876-4","Buenaventura Baez","1876-12-26","1878-03-02","Irregular",12,"M",1.18406593406593,"1876-10-05",9,513,1.40547945205479
"999","DOM","DOM-1876-4","Buenaventura Baez","1876-12-26","1878-03-02","Irregular",12,"M",1.18406593406593,"1876-12-26",10,431,1.18082191780822
"1000","DOM","DOM-1878-1","Guillermo","1878-03-05","1878-07-06","Irregular",NA,"M",0.337912087912088,"1876-12-26",11,557,1.52602739726027
"1001","DOM","DOM-1878-2","Gonzalez","1878-07-06","1878-09-02","Regular",12,"M",0.159340659340659,"1878-03-05",12,181,0.495890410958904
"1002","DOM","DOM-1878-2","Gonzalez","1878-07-06","1878-09-02","Regular",12,"M",0.159340659340659,"1878-07-06",13,58,0.158904109589041
"1003","DOM","DOM-1878-3","del Rosario de Castro","1878-09-07","1878-09-29","Regular",12,"M",0.0604395604395604,"1878-07-06",14,85,0.232876712328767
"1004","DOM","DOM-1878-3","del Rosario de Castro","1878-09-07","1878-09-29","Regular",12,"M",0.0604395604395604,"1878-09-07",15,22,0.0602739726027397
"1005","DOM","DOM-1878-4","Guillermo","1878-09-30","1879-12-06","Irregular",12,"M",1.18681318681319,"1878-09-07",16,455,1.24657534246575
"1006","DOM","DOM-1878-4","Guillermo","1878-09-30","1879-12-06","Irregular",12,"M",1.18681318681319,"1878-09-30",17,432,1.18356164383562
"1007","DOM","DOM-1879","Luperon","1879-12-06","1880-09-01","Irregular",NA,"M",0.741758241758242,"1878-09-30",18,702,1.92328767123288
"1008","DOM","DOM-1880","de Merino","1880-09-01","1882-09-01","Regular",NA,"M",2.00549450549451,"1879-12-06",19,1000,2.73972602739726
"1009","DOM","DOM-1882","Heureaux","1882-09-01","1884-09-01","Regular",NA,"M",2.00824932590558,"1880-09-01",20,1461.00275462963,4.00274727295789
"1010","DOM","DOM-1884","Billini","1884-09-01","1885-05-16","Regular",12,"M",0.706043956043956,"1882-09-01",21,988.00275462963,2.70685686199899
"1011","DOM","DOM-1884","Billini","1884-09-01","1885-05-16","Regular",12,"M",0.706043956043956,"1884-09-01",22,257,0.704109589041096
"1012","DOM","DOM-1885","Woss y Gil","1885-05-16","1887-01-06","Regular",NA,"M",1.64835164835165,"1884-09-01",23,857,2.34794520547945
"1013","DOM","DOM-1887","Heureaux","1887-01-06","1899-07-26","Regular",12,"M",12.5934065934066,"1885-05-16",24,5184,14.2027397260274
"1014","DOM","DOM-1887","Heureaux","1887-01-06","1899-07-26","Regular",12,"M",12.5934065934066,"1887-01-06",25,4584,12.558904109589
"1015","DOM","DOM-1899-1","Figuereo","1899-07-27","1899-08-31","Regular",12,"M",0.0961538461538462,"1887-01-06",26,4620,12.6575342465753
"1016","DOM","DOM-1899-1","Figuereo","1899-07-27","1899-08-31","Regular",12,"M",0.0961538461538462,"1899-07-27",27,35,0.0958904109589041
"1017","DOM","DOM-1899-2","Vasquez","1899-09-01","1899-11-14","Irregular",NA,"M",0.203296703296703,"1899-07-27",28,110,0.301369863013699
"1018","DOM","DOM-1899-3","Jimenez","1899-11-15","1902-05-02","Regular",12,"M",2.46703296703297,"1899-09-01",29,973,2.66575342465753
"1019","DOM","DOM-1899-3","Jimenez","1899-11-15","1902-05-02","Regular",12,"M",2.46703296703297,"1899-11-15",30,898,2.46027397260274
"1020","DOM","DOM-1902","Vasquez","1902-05-02","1903-04-18","Irregular",12,"M",0.964285714285714,"1899-11-15",31,1249,3.42191780821918
"1021","DOM","DOM-1902","Vasquez","1902-05-02","1903-04-18","Irregular",12,"M",0.964285714285714,"1902-05-02",32,351,0.961643835616438
"1022","DOM","DOM-1903-1","Woss y Gil","1903-04-18","1903-11-04","Irregular",NA,"M",0.549450549450549,"1902-05-02",33,551,1.50958904109589
"1023","DOM","DOM-1903-2","Morales","1903-11-04","1905-12-25","Irregular",12,"M",2.14835164835165,"1903-04-18",34,982,2.69041095890411
"1024","DOM","DOM-1903-2","Morales","1903-11-04","1905-12-25","Irregular",12,"M",2.14835164835165,"1903-11-04",35,782,2.14246575342466
"1025","DOM","DOM-1905","Caceres","1905-12-25","1911-11-19","Regular",12,"M",5.92032967032967,"1903-11-04",36,2937,8.04657534246575
"1026","DOM","DOM-1905","Caceres","1905-12-25","1911-11-19","Regular",12,"M",5.92032967032967,"1905-12-25",37,2155,5.9041095890411
"1027","DOM","DOM-1911","Victoria","1911-12-02","1912-11-28","Irregular",12,"M",0.994505494505495,"1905-12-25",38,2530,6.93150684931507
"1028","DOM","DOM-1911","Victoria","1911-12-02","1912-11-28","Irregular",12,"M",0.994505494505495,"1911-12-02",39,362,0.991780821917808
"1029","DOM","DOM-1912","Nouel y Bobadilla","1912-12-01","1913-03-31","Regular",NA,"M",0.32967032967033,"1911-12-02",40,485,1.32876712328767
"1030","DOM","DOM-1913","Bordas y Valdes","1913-04-13","1914-08-27","Regular",12,"M",1.37637362637363,"1912-12-01",41,634,1.73698630136986
"1031","DOM","DOM-1913","Bordas y Valdes","1913-04-13","1914-08-27","Regular",12,"M",1.37637362637363,"1913-04-13",42,501,1.37260273972603
"1032","DOM","DOM-1914-1","Ramon Baez","1914-08-27","1914-12-05","Regular",NA,"M",0.274725274725275,"1913-04-13",43,601,1.64657534246575
"1033","DOM","DOM-1914-2","Jimenez","1914-12-05","1916-05-08","Regular",12,"M",1.42857142857143,"1914-08-27",44,620,1.6986301369863
"1034","DOM","DOM-1914-2","Jimenez","1914-12-05","1916-05-08","Regular",12,"M",1.42857142857143,"1914-12-05",45,520,1.42465753424658
"1035","DOM","DOM-1924","Vasquez","1924-07-12","1930-02-27","Irregular",1,"M",5.64846611721612,"1914-12-05",46,5563,15.241095890411
"1036","DOM","DOM-1924","Vasquez","1924-07-12","1930-02-27","Irregular",1,"M",5.64846611721612,"1924-07-12",47,2056.04166666667,5.63299086757991
"1037","DOM","DOM-1930-1","Estrella Urena","1930-03-02","1930-08-16","Irregular",NA,"M",0.45867673992674,"1924-07-12",48,2226,6.0986301369863
"1038","DOM","DOM-1930-2","Rafel Trujillo","1930-08-16","1961-05-30","Regular",1,"M",30.8928571428571,"1930-03-02",49,11411.9583333333,31.2656392694064
"1039","DOM","DOM-1930-2","Rafel Trujillo","1930-08-16","1961-05-30","Regular",1,"M",30.8928571428571,"1930-08-16",50,11245,30.8082191780822
"1040","DOM","DOM-1961","Balaguer","1961-05-30","1962-01-17","Irregular",1,"M",0.637477106227106,"1930-08-16",51,11477.0416666667,31.4439497716895
"1041","DOM","DOM-1961","Balaguer","1961-05-30","1962-01-17","Irregular",1,"M",0.637477106227106,"1961-05-30",52,232.041666666667,0.635730593607306
"1042","DOM","DOM-1962-1","Echavarria","1962-01-17","1962-01-19","Irregular",1,"M",0.00549450549450549,"1961-05-30",53,234.041666666667,0.6412100456621
"1043","DOM","DOM-1962-1","Echavarria","1962-01-17","1962-01-19","Irregular",1,"M",0.00549450549450549,"1962-01-17",54,2,0.00547945205479452
"1044","DOM","DOM-1962-2","Filiberto Bonnelly","1962-01-19","1963-02-27","Regular",NA,"M",1.10989010989011,"1962-01-17",55,406,1.11232876712329
"1045","DOM","DOM-1963-1","Bosch","1963-02-27","1963-09-25","Regular",1,"M",0.576808608058608,"1962-01-19",56,613.958333333333,1.68207762557078
"1046","DOM","DOM-1963-1","Bosch","1963-02-27","1963-09-25","Regular",1,"M",0.576808608058608,"1963-02-27",57,209.958333333333,0.575228310502283
"1047","DOM","DOM-1963-2","de los Santos","1963-09-26","1963-12-22","Irregular",NA,"M",0.239125457875458,"1963-02-27",58,298,0.816438356164384
"1048","DOM","DOM-1963-3","Cabral","1963-12-22","1965-04-25","Irregular",1,"M",1.34615384615385,"1963-09-26",59,577.041666666667,1.58093607305936
"1049","DOM","DOM-1963-3","Cabral","1963-12-22","1965-04-25","Irregular",1,"M",1.34615384615385,"1963-12-22",60,490,1.34246575342466
"1050","DOM","DOM-1965-1","Molina Urena","1965-04-25","1965-04-27","Irregular",1,"M",0.00538003663003663,"1963-12-22",61,491.958333333333,1.34783105022831
"1051","DOM","DOM-1965-1","Molina Urena","1965-04-25","1965-04-27","Irregular",1,"M",0.00538003663003663,"1965-04-25",62,1.95833333333333,0.00536529680365297
"1052","DOM","DOM-1965-2","Bartolome Benoit","1965-04-27","1965-05-07","Irregular",NA,"M",0.0274725274725275,"1965-04-25",63,11.9583333333333,0.0327625570776256
"1053","DOM","DOM-1965-3","Berreras","1965-05-07","1965-08-30","Irregular",NA,"M",0.315934065934066,"1965-04-27",64,125,0.342465753424658
"1054","DOM","DOM-1965-4","Godoy","1965-09-03","1966-07-01","Regular",NA,"M",0.826923076923077,"1965-05-07",65,420,1.15068493150685
"1055","DOM","DOM-1966","Balaguer","1966-07-01","1978-07-01","Regular",NA,"M",12.0412087912088,"1965-09-03",66,4684,12.8328767123288
"1056","DOM","DOM-1978","Guzman Fernandez","1978-07-01","1982-07-04","Regular",NA,"M",4.02197802197802,"1966-07-01",67,5847,16.0191780821918
"1057","DOM","DOM-1982-1","Majluta Azar","1982-07-04","1982-08-16","Regular",NA,"M",0.118131868131868,"1978-07-01",68,1507,4.12876712328767
"1058","DOM","DOM-1982-2","Blanco","1982-08-16","1986-08-16","Regular",NA,"M",4.01373626373626,"1982-07-04",69,1504,4.12054794520548
"1059","DOM","DOM-1986","Balaguer","1986-08-16","1996-08-16","Regular",NA,"M",10.0357142857143,"1982-08-16",70,5114,14.0109589041096
"1060","DOM","DOM-1996","Fernandez Reyna","1996-08-16","2000-08-16","Regular",NA,"M",4.01373626373626,"1986-08-16",71,5114,14.0109589041096
"1061","DOM","DOM-2000","Hipolito Mejia","2000-08-17","2004-08-16","Regular",NA,"M",4.01098901098901,"1996-08-16",72,2922,8.00547945205479
"1062","DOM","DOM-2004","Fernandez Reyna","2004-08-16","2012-08-16","Regular",NA,"M",8.02747252747253,"2000-08-17",73,4382,12.0054794520548
"1063","DOM","DOM-2012","Medina","2012-08-16","2015-12-31","Regular",10,"M",3.38472985347985,"2004-08-16",74,4154.04166666667,11.3809360730594
"1064","DOM","DOM-2012","Medina","2012-08-16","2015-12-31","Regular",10,"M",3.38472985347985,"2012-08-16",75,1232.04166666667,3.37545662100457
"1065","DRC","DRC-1960-1","Lumumba","1960-06-30","1960-09-14","Regular",1,"M",0.208791208791209,"1960-06-30",2,76,0.208219178082192
"1066","DRC","DRC-1960-2","Mobutu","1960-09-14","1960-09-20","Irregular",NA,"M",0.0164835164835165,"1960-06-30",3,82,0.224657534246575
"1067","DRC","DRC-1960-3","Kasavubu","1960-09-20","1965-11-25","Regular",1,"M",5.19791666666667,"1960-09-14",4,1898.04166666667,5.20011415525114
"1068","DRC","DRC-1960-3","Kasavubu","1960-09-20","1965-11-25","Regular",1,"M",5.19791666666667,"1960-09-20",5,1892.04166666667,5.18367579908676
"1069","DRC","DRC-1965","Mobutu","1965-11-25","1997-05-16","Irregular",7,"M",31.5795558608059,"1960-09-20",6,13387,36.6767123287671
"1070","DRC","DRC-1965","Mobutu","1965-11-25","1997-05-16","Irregular",7,"M",31.5795558608059,"1965-11-25",7,11494.9583333333,31.4930365296804
"1071","DRC","DRC-1997","Laurent Kabila","1997-05-16","2001-01-16","Irregular",1,"M",3.6841804029304,"1965-11-25",8,12836,35.1671232876712
"1072","DRC","DRC-1997","Laurent Kabila","1997-05-16","2001-01-16","Irregular",1,"M",3.6841804029304,"1997-05-16",9,1341.04166666667,3.67408675799087
"1073","DRC","DRC-2001","Joseph Kabila","2001-01-17","2015-12-31","Regular",10,"M",15.0027472527473,"1997-05-16",10,6803.04166666667,18.6384703196347
"1074","DRC","DRC-2001","Joseph Kabila","2001-01-17","2015-12-31","Regular",10,"M",15.0027472527473,"2001-01-17",11,5461,14.9616438356164
"1075","DRV","DRV-1969","Le Duan","1969-09-03","1986-07-10","Regular",NA,"M",16.9065934065934,"1945-09-02",2,14921,40.8794520547945
"1076","DRV","DRV-1986-1","Truong Chinh","1986-07-10","1986-12-18","Regular",NA,"M",0.442422161172161,"1969-09-03",3,6315.04166666667,17.3014840182648
"1077","DRV","DRV-1986-2","Nguyen Van Linh","1986-12-18","1991-06-27","Regular",NA,"M",4.53834706959707,"1986-07-10",4,1813,4.96712328767123
"1078","DRV","DRV-1991","Do Muoi","1991-06-27","1997-12-29","Regular",NA,"M",6.53033424908425,"1986-12-18",5,4029,11.0383561643836
"1079","DRV","DRV-1997","Phieu","1997-12-29","2001-04-22","Regular",NA,"M",3.32406135531136,"1991-06-27",6,3587,9.82739726027397
"1080","DRV","DRV-2001","Nong Duc Manh","2001-04-23","2011-01-19","Regular",NA,"M",9.77483974358974,"1997-12-29",7,4769,13.0657534246575
"1081","DRV","DRV-2011","Phu Trong","2011-01-19","2015-12-31","Regular",10,"M",4.96428571428571,"2001-04-23",8,5365.04166666667,14.6987442922374
"1082","DRV","DRV-2011","Phu Trong","2011-01-19","2015-12-31","Regular",10,"M",4.96428571428571,"2011-01-19",9,1807,4.95068493150685
"1083","ECU","ECU-1869","Gabriel García Moreno","1869-01-19","1875-08-06","Irregular",12,"M",6.56593406593407,"1869-01-19",2,2390,6.54794520547945
"1084","ECU","ECU-1875","Borrero y Cortazar","1875-10-09","1876-09-08","Regular",12,"M",0.92032967032967,"1869-01-19",3,2789,7.64109589041096
"1085","ECU","ECU-1875","Borrero y Cortazar","1875-10-09","1876-09-08","Regular",12,"M",0.92032967032967,"1875-10-09",4,335,0.917808219178082
"1086","ECU","ECU-1876","Veintemilla","1876-09-08","1883-07-09","Irregular",12,"M",6.8543956043956,"1875-10-09",5,2830,7.75342465753425
"1087","ECU","ECU-1876","Veintemilla","1876-09-08","1883-07-09","Irregular",12,"M",6.8543956043956,"1876-09-08",6,2495,6.83561643835616
"1088","ECU","ECU-1883-1","Aloy Alfaro Delgado","1883-07-09","1883-10-11","Irregular",NA,"M",0.258241758241758,"1876-09-08",7,2589,7.09315068493151
"1089","ECU","ECU-1883-2","Borrero y Cortazar","1883-10-11","1883-10-15","Regular",NA,"M",0.010989010989011,"1883-07-09",8,98,0.268493150684932
"1090","ECU","ECU-1883-3","Perez Pareja","1883-10-15","1883-11-23","Regular",NA,"M",0.107150424806675,"1883-10-11",9,43.0027546296296,0.117815766108574
"1091","ECU","ECU-1883-4","Caamano","1883-11-23","1888-06-30","Regular",NA,"M",4.61813186813187,"1883-10-15",10,1720.00275462963,4.71233631405378
"1092","ECU","ECU-1888","Flores","1888-08-03","1892-07-01","Regular",NA,"M",3.92307692307692,"1883-11-23",11,3143,8.61095890410959
"1093","ECU","ECU-1892","Cordero","1892-07-01","1895-04-16","Regular",12,"M",2.79945054945055,"1888-08-03",12,2447,6.7041095890411
"1094","ECU","ECU-1892","Cordero","1892-07-01","1895-04-16","Regular",12,"M",2.79945054945055,"1892-07-01",13,1019,2.79178082191781
